date,model,retailer,customer_id,kind_cheese,quantity,price
01.01.2020,2,A4,41,продукты сырные,600,374
01.01.2020,2,A4,57,сыр полутвердый,400,693
01.01.2020,2,A4,64,сыр полутвердый,300,693
01.01.2020,2,A1,71,продукты сырные,200,440
01.01.2020,2,A4,81,продукты сырные,300,374
01.01.2020,2,A1,92,сыр мягкий,200,550
01.01.2020,2,A3,95,продукты сырные,900,440
01.01.2020,2,A1,106,прочие сыры,200,770
01.01.2020,2,A2,113,продукты сырные,500,440
01.01.2020,2,A1,115,сыр твердый,700,1100
01.01.2020,2,A5,132,сыр полутвердый,200,627
01.01.2020,2,A1,135,сыр полутвердый,700,660
01.01.2020,2,A4,155,сыр твердый,400,1155
01.01.2020,2,A2,183,сыр полутвердый,500,660
01.01.2020,2,A2,191,сыр твердый,200,1100
01.01.2020,2,A4,192,сыр полутвердый,800,693
01.01.2020,2,A5,199,прочие сыры,400,732
01.01.2020,2,A1,200,продукты сырные,600,440
01.01.2020,2,A2,213,прочие сыры,200,770
01.01.2020,2,A5,215,сыр мягкий,200,523
01.01.2020,2,A3,226,сыр твердый,200,1100
01.01.2020,2,A5,238,сыр полутвердый,300,627
01.01.2020,2,A2,254,прочие сыры,800,770
01.01.2020,2,A4,257,сыр полутвердый,200,693
01.01.2020,2,A4,260,сыр полутвердый,600,693
01.01.2020,2,A3,272,прочие сыры,300,770
01.01.2020,2,A1,292,продукты сырные,300,440
01.01.2020,2,A1,293,сыр полутвердый,200,660
01.01.2020,2,A4,297,сыр полутвердый,700,693
01.01.2020,2,A5,300,сыр полутвердый,800,627
01.01.2020,2,A5,326,сыр твердый,600,1045
01.01.2020,2,A4,334,прочие сыры,1000,847
01.01.2020,2,A3,341,сыр полутвердый,700,660
01.01.2020,2,A3,369,продукты сырные,600,440
01.01.2020,2,A5,380,сыр твердый,800,1045
01.01.2020,2,A5,385,сыр полутвердый,200,627
01.01.2020,2,A5,390,сыр твердый,900,1045
01.01.2020,2,A2,411,сыр полутвердый,300,660
01.01.2020,2,A4,412,прочие сыры,700,847
01.01.2020,2,A3,419,прочие сыры,1000,770
01.01.2020,2,A5,440,сыр твердый,300,1045
01.01.2020,2,A5,462,сыр твердый,900,1045
01.01.2020,2,A1,467,сыр мягкий,500,550
01.01.2020,2,A4,470,продукты сырные,600,374
01.01.2020,2,A4,474,сыр полутвердый,800,693
01.01.2020,2,A5,482,сыр полутвердый,400,627
01.01.2020,2,A3,486,продукты сырные,400,440
01.01.2020,2,A1,516,сыр твердый,700,1100
01.01.2020,2,A3,524,сыр твердый,600,1100
01.01.2020,2,A1,525,сыр мягкий,200,550
01.01.2020,2,A2,564,сыр полутвердый,800,660
01.01.2020,2,A2,569,прочие сыры,700,770
01.01.2020,2,A4,580,сыр твердый,600,1155
01.01.2020,2,A2,582,продукты сырные,200,440
01.01.2020,2,A4,619,продукты сырные,300,374
01.01.2020,2,A2,620,продукты сырные,900,440
01.01.2020,2,A3,624,прочие сыры,1000,770
01.01.2020,2,A2,635,прочие сыры,800,770
01.01.2020,2,A3,638,сыр мягкий,500,550
01.01.2020,2,A4,643,прочие сыры,500,847
01.01.2020,2,A2,644,сыр мягкий,800,550
01.01.2020,2,A1,650,сыр твердый,200,1100
01.01.2020,2,A4,675,продукты сырные,1000,374
01.01.2020,2,A3,677,прочие сыры,300,770
01.01.2020,2,A5,684,сыр мягкий,300,523
01.01.2020,2,A5,695,сыр мягкий,700,523
01.01.2020,2,A3,710,сыр мягкий,400,550
01.01.2020,2,A3,712,сыр полутвердый,500,660
01.01.2020,2,A5,719,сыр твердый,600,1045
01.01.2020,2,A5,722,сыр мягкий,300,523
01.01.2020,2,A5,731,сыр твердый,600,1045
01.01.2020,2,A4,739,сыр мягкий,200,578
01.01.2020,2,A4,740,продукты сырные,600,374
01.01.2020,2,A1,754,сыр полутвердый,900,660
01.01.2020,2,A5,755,прочие сыры,500,732
01.01.2020,2,A3,757,продукты сырные,500,440
01.01.2020,2,A2,785,продукты сырные,500,440
01.01.2020,2,A4,810,сыр твердый,400,1155
01.01.2020,2,A2,816,продукты сырные,600,440
01.01.2020,2,A5,848,сыр мягкий,600,523
01.01.2020,2,A1,872,сыр твердый,400,1100
01.01.2020,2,A2,874,прочие сыры,500,770
01.01.2020,2,A1,899,прочие сыры,800,770
01.01.2020,2,A5,909,сыр твердый,1000,1045
01.01.2020,2,A1,911,сыр твердый,800,1100
01.01.2020,2,A1,932,сыр мягкий,500,550
01.01.2020,2,A5,949,сыр твердый,700,1045
01.01.2020,2,A4,965,сыр мягкий,700,578
01.01.2020,2,A1,971,сыр твердый,700,1100
01.01.2020,2,A1,981,продукты сырные,1000,440
01.01.2020,2,A4,993,прочие сыры,900,847
01.01.2020,2,A3,994,сыр твердый,700,1100
01.01.2020,2,A2,1006,сыр твердый,900,1100
01.01.2020,2,A2,1017,сыр полутвердый,500,660
01.01.2020,2,A2,1026,сыр полутвердый,700,660
01.01.2020,2,A4,1046,сыр полутвердый,800,693
01.01.2020,2,A3,1052,сыр полутвердый,800,660
01.01.2020,2,A4,1053,продукты сырные,400,374
01.01.2020,2,A4,1102,сыр полутвердый,900,693
01.01.2020,2,A3,1110,продукты сырные,700,440
01.01.2020,2,A4,1113,сыр твердый,300,1155
01.01.2020,2,A5,1115,сыр полутвердый,300,627
01.01.2020,2,A2,1126,сыр твердый,500,1100
01.01.2020,2,A2,1134,сыр мягкий,300,550
01.01.2020,2,A2,1144,сыр полутвердый,600,660
01.01.2020,2,A2,1149,сыр мягкий,300,550
01.01.2020,2,A2,1157,сыр полутвердый,300,660
01.01.2020,2,A4,1169,прочие сыры,400,847
01.01.2020,2,A1,1175,прочие сыры,300,770
01.01.2020,2,A5,1186,сыр полутвердый,200,627
01.01.2020,2,A1,1192,прочие сыры,500,770
01.01.2020,2,A5,1199,сыр твердый,200,1045
01.01.2020,2,A1,1230,продукты сырные,300,440
01.01.2020,2,A3,1263,сыр полутвердый,500,660
01.01.2020,2,A5,1271,сыр полутвердый,800,627
01.01.2020,2,A5,1284,сыр мягкий,300,523
01.01.2020,2,A2,1288,продукты сырные,900,440
01.01.2020,2,A2,1293,прочие сыры,600,770
01.01.2020,2,A5,1314,сыр твердый,800,1045
