date,model,retailer,customer_id,kind_cheese,quantity,price
01.01.2020,1,A1,29,сыр твердый,400,1000
01.01.2020,1,A3,45,сыр мягкий,700,550
01.01.2020,1,A2,47,сыр полутвердый,300,630
01.01.2020,1,A1,65,продукты сырные,300,400
01.01.2020,1,A4,66,продукты сырные,200,340
01.01.2020,1,A3,74,прочие сыры,300,770
01.01.2020,1,A2,82,продукты сырные,700,420
01.01.2020,1,A3,99,прочие сыры,1000,770
01.01.2020,1,A1,124,сыр твердый,300,1000
01.01.2020,1,A1,125,сыр мягкий,600,500
01.01.2020,1,A1,126,продукты сырные,200,400
01.01.2020,1,A1,143,сыр твердый,1000,1000
01.01.2020,1,A5,174,прочие сыры,500,665
01.01.2020,1,A3,209,сыр твердый,400,1100
01.01.2020,1,A2,224,сыр полутвердый,200,630
01.01.2020,1,A1,235,продукты сырные,700,400
01.01.2020,1,A2,244,сыр полутвердый,500,630
01.01.2020,1,A4,258,сыр полутвердый,200,662
01.01.2020,1,A2,259,сыр мягкий,600,525
01.01.2020,1,A5,271,сыр мягкий,300,475
01.01.2020,1,A5,274,сыр полутвердый,400,570
01.01.2020,1,A2,277,прочие сыры,200,735
01.01.2020,1,A1,293,сыр полутвердый,400,600
01.01.2020,1,A1,297,прочие сыры,400,700
01.01.2020,1,A5,319,сыр твердый,200,950
01.01.2020,1,A4,326,сыр твердый,1000,1103
01.01.2020,1,A2,329,прочие сыры,500,735
01.01.2020,1,A1,334,сыр мягкий,600,500
01.01.2020,1,A2,338,продукты сырные,200,420
01.01.2020,1,A1,365,продукты сырные,1000,400
01.01.2020,1,A2,368,сыр твердый,200,1050
01.01.2020,1,A4,386,сыр твердый,500,1103
01.01.2020,1,A1,414,сыр твердый,1000,1000
01.01.2020,1,A2,416,сыр мягкий,200,525
01.01.2020,1,A1,422,сыр мягкий,800,500
01.01.2020,1,A1,425,продукты сырные,600,400
01.01.2020,1,A1,431,сыр мягкий,500,500
01.01.2020,1,A1,432,сыр мягкий,900,500
01.01.2020,1,A2,447,сыр мягкий,900,525
01.01.2020,1,A3,459,сыр полутвердый,700,660
01.01.2020,1,A2,475,сыр твердый,500,1050
01.01.2020,1,A2,479,прочие сыры,200,735
01.01.2020,1,A1,485,продукты сырные,400,400
01.01.2020,1,A1,499,сыр полутвердый,400,600
01.01.2020,1,A5,507,сыр твердый,400,950
01.01.2020,1,A2,508,сыр полутвердый,300,630
01.01.2020,1,A3,514,продукты сырные,800,440
01.01.2020,1,A1,527,сыр мягкий,700,500
01.01.2020,1,A2,530,сыр твердый,800,1050
01.01.2020,1,A3,545,сыр полутвердый,400,660
01.01.2020,1,A3,546,прочие сыры,200,770
01.01.2020,1,A2,548,сыр твердый,200,1050
01.01.2020,1,A5,553,сыр мягкий,900,475
01.01.2020,1,A1,564,сыр полутвердый,300,600
01.01.2020,1,A2,567,сыр твердый,700,1050
01.01.2020,1,A2,580,сыр полутвердый,300,630
01.01.2020,1,A2,586,сыр твердый,300,1050
01.01.2020,1,A2,588,сыр мягкий,300,525
01.01.2020,1,A1,589,сыр твердый,200,1000
01.01.2020,1,A4,608,продукты сырные,1000,340
01.01.2020,1,A2,609,сыр полутвердый,400,630
01.01.2020,1,A5,629,сыр полутвердый,500,570
01.01.2020,1,A1,634,сыр мягкий,600,500
01.01.2020,1,A1,641,сыр мягкий,900,500
01.01.2020,1,A2,654,продукты сырные,700,420
01.01.2020,1,A5,661,сыр мягкий,1000,475
01.01.2020,1,A2,665,продукты сырные,500,420
01.01.2020,1,A2,666,сыр твердый,400,1050
01.01.2020,1,A4,670,продукты сырные,800,340
01.01.2020,1,A4,673,сыр твердый,600,1103
01.01.2020,1,A5,680,продукты сырные,200,380
01.01.2020,1,A2,715,продукты сырные,900,420
01.01.2020,1,A3,720,сыр мягкий,600,550
01.01.2020,1,A4,756,продукты сырные,400,340
01.01.2020,1,A1,759,прочие сыры,200,700
01.01.2020,1,A2,765,сыр полутвердый,1000,630
01.01.2020,1,A1,778,сыр полутвердый,200,600
01.01.2020,1,A2,780,сыр твердый,400,1050
01.01.2020,1,A4,794,сыр полутвердый,300,662
01.01.2020,1,A2,803,прочие сыры,300,735
01.01.2020,1,A2,815,прочие сыры,1000,735
01.01.2020,1,A1,857,сыр мягкий,700,500
01.01.2020,1,A4,861,сыр полутвердый,200,662
01.01.2020,1,A2,867,сыр мягкий,200,525
01.01.2020,1,A5,880,сыр твердый,800,950
01.01.2020,1,A2,888,сыр твердый,1000,1050
01.01.2020,1,A4,889,сыр твердый,200,1103
01.01.2020,1,A2,921,продукты сырные,700,420
01.01.2020,1,A2,955,сыр твердый,500,1050
01.01.2020,1,A3,958,продукты сырные,200,440
01.01.2020,1,A4,963,продукты сырные,200,340
01.01.2020,1,A4,974,сыр полутвердый,400,662
01.01.2020,1,A4,982,продукты сырные,300,340
01.01.2020,1,A5,1003,сыр твердый,500,950
01.01.2020,1,A1,1007,сыр твердый,200,1000
01.01.2020,1,A2,1012,сыр твердый,700,1050
01.01.2020,1,A4,1017,сыр твердый,800,1103
01.01.2020,1,A1,1036,сыр полутвердый,800,600
01.01.2020,1,A4,1044,продукты сырные,300,340
01.01.2020,1,A2,1059,прочие сыры,700,735
01.01.2020,1,A2,1064,сыр твердый,200,1050
01.01.2020,1,A4,1067,продукты сырные,400,340
01.01.2020,1,A2,1070,сыр полутвердый,200,630
01.01.2020,1,A2,1074,сыр твердый,200,1050
01.01.2020,1,A2,1076,сыр мягкий,1000,525
01.01.2020,1,A4,1080,продукты сырные,700,340
01.01.2020,1,A1,1083,сыр твердый,200,1000
01.01.2020,1,A2,1084,сыр мягкий,300,525
01.01.2020,1,A5,1086,продукты сырные,700,380
01.01.2020,1,A1,1089,сыр твердый,200,1000
01.01.2020,1,A3,1093,сыр твердый,900,1100
01.01.2020,1,A2,1111,сыр полутвердый,600,630
01.01.2020,1,A5,1118,сыр твердый,300,950
01.01.2020,1,A2,1125,сыр мягкий,900,525
01.01.2020,1,A2,1175,сыр мягкий,200,525
01.01.2020,1,A1,1178,продукты сырные,400,400
01.01.2020,1,A1,1179,сыр полутвердый,600,600
01.01.2020,1,A4,1192,продукты сырные,500,340
01.01.2020,1,A2,1199,сыр твердый,200,1050
01.01.2020,1,A1,1216,продукты сырные,500,400
01.01.2020,1,A1,1219,сыр полутвердый,400,600
01.01.2020,1,A5,1220,сыр твердый,700,950
01.01.2020,1,A2,1234,сыр твердый,400,1050
01.01.2020,1,A1,1257,сыр полутвердый,1000,600
01.01.2020,1,A5,1263,сыр полутвердый,200,570
01.01.2020,1,A1,1283,прочие сыры,800,700
01.01.2020,1,A5,1298,сыр твердый,700,950
01.01.2020,1,A4,1327,сыр твердый,300,1103
01.01.2020,1,A3,1329,прочие сыры,800,770
01.01.2020,1,A2,1333,сыр мягкий,700,525
01.01.2020,1,A1,1337,продукты сырные,600,400
01.01.2020,1,A4,1339,сыр твердый,200,1103
01.01.2020,1,A1,1383,сыр полутвердый,500,600
01.01.2020,1,A4,1408,продукты сырные,400,340
01.01.2020,1,A1,1416,продукты сырные,700,400
01.01.2020,1,A5,1423,продукты сырные,600,380
01.01.2020,1,A2,1426,сыр твердый,800,1050
01.01.2020,1,A4,1431,сыр мягкий,700,551
01.01.2020,1,A2,1437,сыр твердый,300,1050
01.01.2020,1,A2,1461,прочие сыры,300,735
01.01.2020,1,A4,1471,сыр мягкий,300,551
01.01.2020,1,A2,1475,сыр твердый,300,1050
01.01.2020,1,A5,1502,сыр твердый,400,950
01.01.2020,1,A3,1531,сыр твердый,500,1100
01.01.2020,1,A1,1532,прочие сыры,200,700
01.01.2020,1,A4,1533,продукты сырные,1000,340
01.01.2020,1,A1,1547,сыр твердый,500,1000
01.01.2020,1,A4,1552,сыр полутвердый,300,662
01.01.2020,1,A2,1561,сыр твердый,700,1050
01.01.2020,1,A1,1562,сыр твердый,1000,1000
01.01.2020,1,A3,1566,продукты сырные,300,440
01.01.2020,1,A4,1615,продукты сырные,300,340
01.01.2020,1,A1,1629,продукты сырные,900,400
01.01.2020,1,A1,1638,сыр твердый,500,1000
01.01.2020,1,A1,1654,сыр полутвердый,800,600
01.01.2020,1,A5,1660,прочие сыры,700,665
01.01.2020,1,A1,1676,сыр полутвердый,800,600
01.01.2020,1,A3,1690,продукты сырные,400,440
01.01.2020,1,A5,1699,прочие сыры,900,665
01.01.2020,1,A5,1700,сыр мягкий,300,475
01.01.2020,1,A2,1736,продукты сырные,300,420
01.01.2020,1,A5,1760,сыр мягкий,600,475
01.01.2020,1,A4,1769,сыр полутвердый,500,662
01.01.2020,1,A2,1776,продукты сырные,300,420
01.01.2020,1,A1,1817,сыр твердый,600,1000
01.01.2020,1,A5,1841,сыр твердый,700,950
01.01.2020,1,A3,1842,сыр полутвердый,600,660
01.01.2020,1,A1,1847,сыр твердый,700,1000
01.01.2020,1,A2,1850,продукты сырные,400,420
01.01.2020,1,A3,1855,сыр твердый,300,1100
01.01.2020,1,A1,1871,сыр полутвердый,300,600
01.01.2020,1,A1,1873,сыр мягкий,500,500
01.01.2020,1,A1,1885,прочие сыры,600,700
01.01.2020,1,A2,1886,сыр мягкий,1000,525
01.01.2020,1,A5,1890,сыр мягкий,500,475
01.01.2020,1,A2,1894,продукты сырные,1000,420
01.01.2020,1,A1,1903,продукты сырные,900,400
01.01.2020,1,A3,1937,сыр полутвердый,700,660
01.01.2020,1,A2,1938,продукты сырные,900,420
01.01.2020,1,A1,1940,сыр мягкий,400,500
01.01.2020,1,A2,1953,сыр мягкий,300,525
01.01.2020,1,A2,1972,сыр полутвердый,400,630
01.01.2020,1,A1,1980,сыр полутвердый,700,600
01.01.2020,1,A4,1990,сыр твердый,200,1103
01.01.2020,1,A2,2009,сыр твердый,500,1050
01.01.2020,1,A4,2014,продукты сырные,1000,340
01.01.2020,1,A1,2015,сыр полутвердый,800,600
01.01.2020,1,A2,2044,сыр твердый,600,1050
01.01.2020,1,A2,2059,сыр мягкий,800,525
01.01.2020,1,A1,2068,сыр твердый,400,1000
01.01.2020,1,A1,2085,сыр твердый,800,1000
01.01.2020,1,A5,2087,прочие сыры,700,665
01.01.2020,1,A2,2096,прочие сыры,300,735
01.01.2020,1,A2,2109,продукты сырные,700,420
01.01.2020,1,A1,2115,сыр полутвердый,700,600
01.01.2020,1,A4,2139,сыр полутвердый,700,662
01.01.2020,1,A3,2144,прочие сыры,300,770
01.01.2020,1,A1,2153,сыр мягкий,500,500
01.01.2020,1,A1,2154,прочие сыры,700,700
01.01.2020,1,A2,2155,продукты сырные,900,420
01.01.2020,1,A4,2156,продукты сырные,800,340
01.01.2020,1,A2,2165,сыр мягкий,600,525
01.01.2020,1,A2,2168,сыр твердый,500,1050
01.01.2020,1,A2,2197,сыр полутвердый,800,630
01.01.2020,1,A1,2229,сыр твердый,800,1000
01.01.2020,1,A1,2240,сыр полутвердый,800,600
01.01.2020,1,A4,2246,сыр твердый,900,1103
01.01.2020,1,A3,2253,сыр твердый,700,1100
01.01.2020,1,A4,2273,сыр мягкий,800,551
01.01.2020,1,A4,2278,прочие сыры,300,847
01.01.2020,1,A2,2281,сыр полутвердый,300,630
01.01.2020,1,A1,2338,продукты сырные,700,400
01.01.2020,1,A5,2340,сыр мягкий,1000,475
01.01.2020,1,A1,2350,сыр твердый,400,1000
01.01.2020,1,A1,2354,продукты сырные,300,400
01.01.2020,1,A2,2371,прочие сыры,700,735
01.01.2020,1,A4,2396,сыр мягкий,400,551
01.01.2020,1,A2,2428,сыр твердый,400,1050
01.01.2020,1,A1,2440,сыр мягкий,1000,500
01.01.2020,1,A3,2463,продукты сырные,500,440
01.01.2020,1,A1,2465,продукты сырные,400,400
01.01.2020,1,A4,2467,сыр полутвердый,600,662
01.01.2020,1,A4,2490,сыр твердый,800,1103
01.01.2020,1,A4,2501,продукты сырные,700,340
01.01.2020,1,A3,2502,сыр полутвердый,600,660
01.01.2020,1,A1,2513,сыр твердый,200,1000
01.01.2020,1,A5,2528,прочие сыры,500,665
01.01.2020,1,A4,2548,продукты сырные,400,340
