date,model,retailer,customer_id,kind_cheese,quantity,price
2020-01-02,2,A4,81,сыр мягкий,400,578
2020-01-02,2,A2,93,прочие сыры,900,770
2020-01-02,2,A2,99,продукты сырные,950,440
2020-01-02,2,A2,108,продукты сырные,800,440
2020-01-02,2,A4,114,прочие сыры,1000,847
2020-01-02,2,A3,124,сыр твердый,450,1100
2020-01-02,2,A1,127,прочие сыры,550,770
2020-01-03,2,A3,144,сыр мягкий,850,550
2020-01-04,2,A4,16,сыр полутвердый,650,693
2020-01-04,2,A5,21,сыр твердый,250,1045
2020-01-04,2,A1,25,сыр твердый,1000,1100
2020-01-04,2,A2,44,сыр мягкий,250,550
2020-01-04,2,A4,45,продукты сырные,650,374
2020-01-04,2,A5,47,сыр мягкий,100,523
2020-01-04,2,A3,53,прочие сыры,850,770
2020-01-04,2,A4,63,прочие сыры,1000,847
2020-01-04,2,A3,85,прочие сыры,700,770
2020-01-04,2,A3,96,сыр твердый,1000,1100
2020-01-04,2,A4,125,сыр полутвердый,850,693
2020-01-04,2,A5,133,сыр полутвердый,450,627
2020-01-04,2,A3,143,сыр полутвердый,700,660
2020-01-04,2,A5,149,прочие сыры,900,732
2020-01-05,2,A3,100,прочие сыры,900,770
2020-01-05,2,A2,118,сыр полутвердый,950,660
2020-01-05,2,A4,126,продукты сырные,250,374
2020-01-05,2,A1,150,сыр полутвердый,300,660
2020-01-06,2,A4,142,прочие сыры,100,847
2020-01-06,2,A3,145,сыр мягкий,700,550
2020-01-07,2,A3,2,продукты сырные,850,440
2020-01-07,2,A1,6,прочие сыры,250,770
2020-01-07,2,A3,14,сыр полутвердый,350,660
2020-01-07,2,A4,22,продукты сырные,200,374
2020-01-07,2,A4,38,продукты сырные,400,374
2020-01-07,2,A2,54,сыр полутвердый,550,660
2020-01-07,2,A1,55,сыр твердый,650,1100
2020-01-07,2,A1,87,сыр твердый,800,1100
2020-01-07,2,A3,89,продукты сырные,350,440
2020-01-07,2,A2,105,сыр полутвердый,850,660
2020-01-07,2,A1,117,прочие сыры,200,770
2020-01-07,2,A1,138,прочие сыры,950,770
2020-01-07,2,A1,140,сыр твердый,650,1100
2020-01-07,2,A4,141,продукты сырные,550,374
2020-01-07,2,A5,147,сыр твердый,300,1045
2020-01-08,2,A4,88,сыр полутвердый,350,693
2020-01-08,2,A4,94,сыр мягкий,250,578
2020-01-08,2,A4,119,продукты сырные,200,374
2020-01-08,2,A1,121,сыр полутвердый,300,660
2020-01-08,2,A2,131,сыр твердый,900,1100
2020-01-08,2,A4,142,прочие сыры,800,847
2020-01-08,2,A3,146,прочие сыры,600,770
2020-01-08,2,A1,150,сыр полутвердый,400,660
2020-01-09,2,A1,95,продукты сырные,150,440
2020-01-09,2,A4,107,продукты сырные,400,374
2020-01-09,2,A2,132,сыр мягкий,150,550
2020-01-09,2,A5,134,прочие сыры,450,732
2020-01-10,2,A3,8,сыр твердый,100,1100
2020-01-10,2,A1,11,прочие сыры,250,770
2020-01-10,2,A5,33,прочие сыры,100,732
2020-01-10,2,A5,43,сыр твердый,550,1045
2020-01-10,2,A4,52,продукты сырные,350,374
2020-01-10,2,A5,56,прочие сыры,750,732
2020-01-10,2,A4,73,продукты сырные,250,374
2020-01-10,2,A4,83,сыр полутвердый,600,693
2020-01-10,2,A2,104,прочие сыры,650,770
2020-01-10,2,A5,113,сыр полутвердый,500,627
2020-01-10,2,A5,116,сыр твердый,900,1045
2020-01-10,2,A4,137,прочие сыры,600,847
2020-01-11,2,A5,47,сыр мягкий,150,523
2020-01-11,2,A4,126,продукты сырные,950,374
