"date","model","retailer","customer_id","kind_cheese","quantity","price"
"2019-12-31",2,"A4",1,"сыр твердый",400,1050
"2019-12-31",2,"A3",2,"сыр полутвердый",350,600
"2019-12-31",2,"A3",3,"сыр мягкий",50,500
"2019-12-31",2,"A2",4,"продукты сырные",500,400
"2019-12-31",2,"A3",5,"сыр твердый",0,1000
"2019-12-31",2,"A1",6,"сыр полутвердый",400,600
"2019-12-31",2,"A4",7,"прочие сыры",250,770
"2019-12-31",2,"A2",8,"сыр мягкий",150,500
"2019-12-31",2,"A2",9,"сыр твердый",500,1000
"2019-12-31",2,"A2",10,"сыр твердый",250,1000
"2019-12-31",2,"A3",11,"сыр мягкий",400,500
"2019-12-31",2,"A5",12,"сыр полутвердый",200,570
"2019-12-31",2,"A2",13,"прочие сыры",450,700
"2019-12-31",2,"A1",14,"сыр твердый",250,1000
"2019-12-31",2,"A2",15,"прочие сыры",100,700
"2019-12-31",2,"A4",16,"сыр мягкий",500,525
"2019-12-31",2,"A1",17,"продукты сырные",200,400
"2019-12-31",2,"A1",18,"сыр твердый",100,1000
"2019-12-31",2,"A3",19,"сыр мягкий",150,500
"2019-12-31",2,"A3",20,"сыр полутвердый",400,600
"2019-12-31",2,"A2",21,"сыр твердый",350,1000
"2019-12-31",2,"A1",22,"сыр полутвердый",400,600
"2019-12-31",2,"A1",23,"сыр твердый",450,1000
"2019-12-31",2,"A3",24,"сыр твердый",250,1000
"2019-12-31",2,"A2",25,"сыр мягкий",350,500
"2019-12-31",2,"A1",26,"сыр твердый",50,1000
"2019-12-31",2,"A3",27,"сыр твердый",100,1000
"2019-12-31",2,"A4",28,"продукты сырные",350,340
"2019-12-31",2,"A3",29,"сыр твердый",250,1000
"2019-12-31",2,"A1",30,"продукты сырные",450,400
"2019-12-31",2,"A3",31,"сыр мягкий",300,500
"2019-12-31",2,"A3",32,"прочие сыры",200,700
"2019-12-31",2,"A2",33,"сыр полутвердый",350,600
"2019-12-31",2,"A1",34,"сыр твердый",200,1000
"2019-12-31",2,"A4",35,"сыр мягкий",300,525
"2019-12-31",2,"A2",36,"прочие сыры",50,700
"2019-12-31",2,"A1",37,"сыр твердый",500,1000
"2019-12-31",2,"A1",38,"сыр мягкий",150,500
"2019-12-31",2,"A5",39,"продукты сырные",50,380
"2019-12-31",2,"A1",40,"сыр полутвердый",200,600
"2019-12-31",2,"A3",41,"прочие сыры",450,700
"2019-12-31",2,"A1",42,"сыр мягкий",150,500
"2019-12-31",2,"A2",43,"продукты сырные",450,400
"2019-12-31",2,"A3",44,"сыр твердый",300,1000
"2019-12-31",2,"A3",45,"сыр полутвердый",400,600
"2019-12-31",2,"A4",46,"продукты сырные",100,340
"2019-12-31",2,"A3",47,"прочие сыры",100,700
"2019-12-31",2,"A4",48,"прочие сыры",350,770
"2019-12-31",2,"A1",49,"сыр полутвердый",0,600
"2019-12-31",2,"A3",50,"сыр твердый",50,1000
"2019-12-31",2,"A3",51,"прочие сыры",450,700
"2019-12-31",2,"A2",52,"прочие сыры",500,700
"2019-12-31",2,"A3",53,"сыр полутвердый",300,600
"2019-12-31",2,"A1",54,"сыр полутвердый",250,600
"2019-12-31",2,"A1",55,"продукты сырные",450,400
"2019-12-31",2,"A3",56,"сыр твердый",0,1000
"2019-12-31",2,"A2",57,"прочие сыры",400,700
